firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name1612,lastname1612,June,13,1999,BS Management Engineering,Globe,Female
name1613,lastname1613,February,15,1997,BS Management Engineering,Globe,Female
name1614,lastname1614,January,1,1997,BS Management,Globe,Male
name1615,lastname1615,November,20,1997,BS Communications Technology,Globe,Female
name1616,lastname1616,April,16,1998,BS Management Engineering,Globe,Male
name1617,lastname1617,October,13,1999,BS Communications Technology,Smart,Male
name1618,lastname1618,May,18,1999,BS Communications Technology,Globe,Female
name1619,lastname1619,April,25,1998,BS Legal Management,Globe,Male
name1620,lastname1620,July,17,1999,BS Information Technology Entrepreneurship,Smart,Male
name1621,lastname1621,July,19,1999,BS Information Technology Entrepreneurship,Globe,Male
name1622,lastname1622,May,9,1997,BS Management Engineering,Globe,Female
name1623,lastname1623,October,28,1999,BS Communications Technology,Globe,Male
name1624,lastname1624,June,23,1999,BS Management Engineering,Globe,Male
name1625,lastname1625,April,7,1997,BS Management Engineering,Globe,Female
name1626,lastname1626,July,7,1998,BS Management,Smart,Male
name1627,lastname1627,December,26,2000,BS Management,Globe,Male
name1628,lastname1628,October,1,1999,BS Information Technology Entrepreneurship,Smart,Male
name1629,lastname1629,August,13,1999,BS Legal Management,Smart,Male
name1630,lastname1630,September,11,1997,BS Management Engineering,Globe,Male
name1631,lastname1631,December,8,2001,BS Management Engineering,Globe,Male
name1632,lastname1632,February,16,1999,BS Legal Management,Globe,Male
name1633,lastname1633,July,27,1998,BS Management,Globe,Male
name1634,lastname1634,June,25,2001,BS Information Technology Entrepreneurship,Globe,Female
name1635,lastname1635,September,3,2000,BS Management Engineering,Smart,Female
name1636,lastname1636,December,7,1998,BS Communications Technology,Globe,Male
name1637,lastname1637,December,22,1997,BS Management Engineering,Globe,Male
name1638,lastname1638,April,25,1997,BS Information Technology Entrepreneurship,Globe,Female
name1639,lastname1639,March,8,1999,BS Information Technology Entrepreneurship,Globe,Female
name1640,lastname1640,August,3,1998,BS Management,Globe,Male
name1641,lastname1641,June,14,1997,BS Management Engineering,Globe,Male
name1642,lastname1642,December,12,1999,BS Management,Globe,Female
name1643,lastname1643,March,10,1997,BS Management,Globe,Male
name1644,lastname1644,September,21,2000,BS Management,Smart,Male
name1645,lastname1645,March,21,1998,BS Management Engineering,Smart,Male
name1646,lastname1646,August,4,2001,BS Management,Globe,Female
name1647,lastname1647,February,5,2000,BS Management Engineering,Globe,Male
name1648,lastname1648,July,8,1998,BS Legal Managemnet,Globe,Male
name1649,lastname1649,March,17,1997,BS Management Engineering,Globe,Female
name1650,lastname1650,April,26,2001,BS Communications Technology,Smart,Female
name1651,lastname1651,May,16,1997,BS Management Engineering,Globe,Male
name1652,lastname1652,July,23,1999,BS Information Technology Entrepreneurship,Globe,Male
name1653,lastname1653,July,7,1998,BS Communications Technology,Globe,Female
name1654,lastname1654,November,4,1998,BS Management,Smart,Male
name1655,lastname1655,January,17,2000,BS Communications Technology,Globe,Male
name1656,lastname1656,May,9,2001,BS Communications Technology,Globe,Female
name1657,lastname1657,February,20,1997,BS Information Technology Entrepreneurship,Globe,Female
name1658,lastname1658,November,17,1999,BS Information Technology Entrepreneurship,Globe,Female
name1659,lastname1659,February,16,2001,BS Management,Globe,Male
name1660,lastname1660,March,4,1997,BS Legal Management,Smart,Female
name1661,lastname1661,December,19,1997,BS Legal Management,Globe,Female
name1662,lastname1662,May,11,2000,BS Information Technology Entrepreneurship,Globe,Male
name1663,lastname1663,June,7,1999,BS Information Technology Entrepreneurship,Globe,Male
name1664,lastname1664,June,9,2001,BS Legal Management,Globe,Male
name1665,lastname1665,March,27,1998,BS Management,Smart,Female
name1666,lastname1666,October,4,2000,BS Legal Management,Globe,Female
name1667,lastname1667,September,25,1999,BS Legal Managemnet,Globe,Female
name1668,lastname1668,August,2,1998,BS Communications Technology,Smart,Male
name1669,lastname1669,June,16,1997,BS Legal Management,Globe,Female
name1670,lastname1670,July,19,1997,BS Management Engineering,Globe,Female
name1671,lastname1671,February,27,2001,BS Information Technology Entrepreneurship,Globe,Male
name1672,lastname1672,May,9,1999,BS Legal Management,Globe,Female
name1673,lastname1673,January,8,2000,BS Communications Technology,Globe,Female
name1674,lastname1674,November,19,1998,BS Management Engineering,Globe,Male
name1675,lastname1675,May,28,1997,BS Information Technology Entrepreneurship,Globe,Female
name1676,lastname1676,December,25,2000,BS Legal Management,Smart,Female
name1677,lastname1677,June,18,2000,BS Communications Technology,Globe,Male
name1678,lastname1678,November,13,2000,BS Legal Management,Smart,Male
name1679,lastname1679,May,12,2001,BS Information Technology Entrepreneurship,Smart,Male
name1680,lastname1680,December,22,1998,BS Information Technology Entrepreneurship,Globe,Male
name1681,lastname1681,March,25,1999,BS Management Engineering,Globe,Male
name1682,lastname1682,October,21,1998,BS Management Engineering,Globe,Male
name1683,lastname1683,November,10,1998,BS Management Engineering,Smart,Male
name1684,lastname1684,December,21,1997,BS Management,Globe,Male
name1685,lastname1685,December,16,1997,BS Legal Managemnet,Smart,Male
name1686,lastname1686,August,11,1997,BS Management Engineering,Globe,Male
name1687,lastname1687,April,24,1998,BS Management Engineering,Globe,Female
name1688,lastname1688,June,3,1999,BS Communications Technology,Globe,Female
name1689,lastname1689,December,18,1999,BS Management Engineering,Globe,Male
name1690,lastname1690,July,6,1997,BS Management Engineering,Globe,Female
name1691,lastname1691,September,18,1997,BS Information Technology Entrepreneurship,Globe,Male
name1692,lastname1692,May,4,2000,BS Information Technology Entrepreneurship,Globe,Female
name1693,lastname1693,February,7,1998,BS Management Engineering,Globe,Male
name1694,lastname1694,February,18,2001,BS Management,Smart,Female
name1695,lastname1695,January,10,1997,BS Management,Smart,Female
name1696,lastname1696,February,20,2001,BS Information Technology Entrepreneurship,Smart,Female
name1697,lastname1697,March,7,1999,BS Information Technology Entrepreneurship,Smart,Male
name1698,lastname1698,October,25,1999,BS Information Technology Entrepreneurship,Globe,Male
name1699,lastname1699,December,5,1997,BS Management,Globe,Male
name1700,lastname1700,April,18,1998,BS Management,Globe,Female
name1701,lastname1701,June,1,1997,BS Communications Technology,Globe,Male
name1702,lastname1702,January,19,1998,BS Legal Management,Globe,Male
name1703,lastname1703,June,22,1997,BS Legal Management,Smart,Male
name1704,lastname1704,February,2,1998,BS Legal Managemnet,Smart,Female
name1705,lastname1705,January,1,1997,BS Communications Technology,Globe,Female
name1706,lastname1706,August,16,1998,BS Information Technology Entrepreneurship,Globe,Female
name1707,lastname1707,September,23,2001,BS Management,Globe,Male
name1708,lastname1708,November,3,1997,BS Information Technology Entrepreneurship,Smart,Female
name1709,lastname1709,December,18,1997,BS Information Technology Entrepreneurship,Smart,Male
name1710,lastname1710,October,25,2001,BS Legal Management,Globe,Female
name1711,lastname1711,May,25,1998,BS Information Technology Entrepreneurship,Smart,Female
name1712,lastname1712,December,19,1998,BS Management Engineering,Globe,Male
name1713,lastname1713,April,14,1997,BS Management,Globe,Male
name1714,lastname1714,August,15,2001,BS Management,Smart,Male
name1715,lastname1715,July,2,1997,BS Communications Technology,Globe,Male
name1716,lastname1716,September,25,2000,BS Legal Management,Smart,Male
name1717,lastname1717,November,5,1997,BS Information Technology Entrepreneurship,Smart,Male
name1718,lastname1718,May,17,1997,BS Management Engineering,Smart,Female
name1719,lastname1719,July,2,2000,BS Management Engineering,Globe,Female
name1720,lastname1720,January,6,1997,BS Legal Managemnet,Globe,Male
name1721,lastname1721,July,23,1998,BS Communications Technology,Globe,Female
name1722,lastname1722,March,4,1998,BS Information Technology Entrepreneurship,Globe,Female
name1723,lastname1723,May,22,1998,BS Information Technology Entrepreneurship,Globe,Female
name1724,lastname1724,June,10,1997,BS Management,Globe,Female
name1725,lastname1725,April,23,1998,BS Communications Technology,Globe,Male
name1726,lastname1726,September,26,1997,BS Legal Management,Globe,Female
name1727,lastname1727,January,26,1998,BS Management Engineering,Globe,Male
name1728,lastname1728,August,19,1997,BS Management,Globe,Female
name1729,lastname1729,November,12,1997,BS Legal Management,Smart,Female
name1730,lastname1730,April,13,1999,BS Management Engineering,Smart,Female
name1731,lastname1731,August,22,1998,BS Communications Technology,Globe,Female
name1732,lastname1732,August,21,1998,BS Management,Globe,Male
name1733,lastname1733,January,19,2000,BS Communications Technology,Globe,Female
name1734,lastname1734,June,15,2000,BS Legal Management,Smart,Female
name1735,lastname1735,March,26,1997,BS Legal Management,Globe,Female
name1736,lastname1736,October,17,1997,BS Legal Managemnet,Globe,Female
name1737,lastname1737,August,1,2001,BS Management,Globe,Male
name1738,lastname1738,February,4,2001,BS Legal Managemnet,Globe,Male
name1739,lastname1739,August,26,2000,BS Management,Smart,Female
name1740,lastname1740,May,14,1999,BS Legal Managemnet,Globe,Female
name1741,lastname1741,September,8,2000,BS Information Technology Entrepreneurship,Smart,Female
name1742,lastname1742,September,7,1999,BS Management,Smart,Female
name1743,lastname1743,May,17,2000,BS Legal Management,Globe,Female
name1744,lastname1744,October,27,1997,BS Information Technology Entrepreneurship,Globe,Male
name1745,lastname1745,January,6,1998,BS Legal Management,Globe,Male
name1746,lastname1746,October,16,1997,BS Information Technology Entrepreneurship,Globe,Female
name1747,lastname1747,July,12,1997,BS Management,Smart,Female
name1748,lastname1748,September,11,1999,BS Communications Technology,Globe,Male
name1749,lastname1749,May,17,2000,BS Legal Management,Smart,Female
name1750,lastname1750,February,1,1997,BS Management,Smart,Male
name1751,lastname1751,May,6,1999,BS Management,Globe,Male
name1752,lastname1752,September,17,1997,BS Information Technology Entrepreneurship,Globe,Female
name1753,lastname1753,April,18,1998,BS Information Technology Entrepreneurship,Smart,Male
name1754,lastname1754,April,20,1997,BS Legal Management,Smart,Female
name1755,lastname1755,June,2,1997,BS Management Engineering,Globe,Female
name1756,lastname1756,May,2,1998,BS Information Technology Entrepreneurship,Globe,Female
name1757,lastname1757,May,11,1999,BS Legal Management,Globe,Male
name1758,lastname1758,October,21,1997,BS Communications Technology,Smart,Male
name1759,lastname1759,May,14,1998,BS Information Technology Entrepreneurship,Globe,Female
name1760,lastname1760,August,17,1998,BS Communications Technology,Globe,Male
name1761,lastname1761,March,28,1998,BS Management,Globe,Female
name1762,lastname1762,May,13,1998,BS Communications Technology,Globe,Male
name1763,lastname1763,May,2,1998,BS Communications Technology,Globe,Male
name1764,lastname1764,June,3,1999,BS Management Engineering,Globe,Female
name1765,lastname1765,February,18,1998,BS Management Engineering,Globe,Female
name1766,lastname1766,September,28,2001,BS Communications Technology,Smart,Male
name1767,lastname1767,November,13,1998,BS Management,Globe,Male
name1768,lastname1768,November,21,1998,BS Information Technology Entrepreneurship,Globe,Male
name1769,lastname1769,December,8,1999,BS Management,Globe,Female
name1770,lastname1770,January,5,1999,BS Communications Technology,Smart,Female
name1771,lastname1771,November,4,1997,BS Information Technology Entrepreneurship,Globe,Male
name1772,lastname1772,December,27,1999,BS Legal Management,Globe,Male
name1773,lastname1773,February,16,1999,BS Management Engineering,Globe,Male
name1774,lastname1774,March,13,1999,BS Communications Technology,Globe,Male
name1775,lastname1775,December,8,1998,BS Communications Technology,Globe,Male
name1776,lastname1776,April,19,1999,BS Information Technology Entrepreneurship,Globe,Female
name1777,lastname1777,April,15,2001,BS Legal Management,Globe,Male
name1778,lastname1778,May,25,1998,BS Management,Globe,Female
name1779,lastname1779,February,12,1998,BS Information Technology Entrepreneurship,Globe,Female
name1780,lastname1780,May,16,2001,BS Legal Management,Smart,Male
name1781,lastname1781,July,22,2001,BS Management,Smart,Male
name1782,lastname1782,August,18,2001,BS Legal Management,Globe,Male
name1783,lastname1783,October,21,1997,BS Information Technology Entrepreneurship,Globe,Male
name1784,lastname1784,April,26,1998,BS Communications Technology,Smart,Female
name1785,lastname1785,September,10,1997,BS Information Technology Entrepreneurship,Smart,Male
name1786,lastname1786,August,14,1997,BS Communications Technology,Globe,Male
name1787,lastname1787,August,1,1998,BS Legal Management,Globe,Male
name1788,lastname1788,September,16,1998,BS Legal Management,Globe,Female
name1789,lastname1789,August,12,2000,BS Legal Management,Globe,Male
name1790,lastname1790,January,16,1998,BS Management Engineering,Globe,Male
name1791,lastname1791,May,21,1997,BS Information Technology Entrepreneurship,Smart,Female
name1792,lastname1792,July,21,1999,BS Management,Globe,Female
name1793,lastname1793,November,1,1998,BS Legal Management,Globe,Female
name1794,lastname1794,July,10,1999,BS Management,Smart,Male
name1795,lastname1795,August,9,1999,BS Management,Globe,Female
name1796,lastname1796,May,16,1998,BS Information Technology Entrepreneurship,Globe,Male
name1797,lastname1797,February,14,1998,BS Management,Globe,Male
name1798,lastname1798,May,21,2000,BS Communications Technology,Globe,Male
name1799,lastname1799,July,18,1997,BS Information Technology Entrepreneurship,Globe,Female
name1800,lastname1800,June,8,1997,BS Management Engineering,Smart,Female
name1801,lastname1801,July,22,1998,BS Management,Smart,Female
name1802,lastname1802,June,23,1997,BS Legal Management,Globe,Female
name1803,lastname1803,April,9,1998,BS Management Engineering,Globe,Male
name1804,lastname1804,November,6,2000,BS Management Engineering,Smart,Male
name1805,lastname1805,February,7,1997,BS Communications Technology,Globe,Male
name1806,lastname1806,April,26,1998,BS Communications Technology,Globe,Male
name1807,lastname1807,February,6,1997,BS Communications Technology,Globe,Male
name1808,lastname1808,March,15,2001,BS Communications Technology,Globe,Male
name1809,lastname1809,December,11,1998,BS Legal Management,Globe,Female
name1810,lastname1810,July,20,1997,BS Management,Globe,Female
name1811,lastname1811,May,3,1999,BS Communications Technology,Globe,Male
name1812,lastname1812,September,1,1997,BS Communications Technology,Smart,Female
name1813,lastname1813,March,28,1999,BS Management Engineering,Globe,Male
name1814,lastname1814,November,24,1998,BS Information Technology Entrepreneurship,Globe,Male
name1815,lastname1815,August,21,1998,BS Legal Management,Globe,Female
name1816,lastname1816,November,19,1997,BS Management Engineering,Globe,Male
name1817,lastname1817,May,27,2000,BS Legal Management,Globe,Male
name1818,lastname1818,August,12,1999,BS Legal Managemnet,Globe,Male
name1819,lastname1819,July,8,1997,BS Information Technology Entrepreneurship,Globe,Female
name1820,lastname1820,June,8,1998,BS Legal Management,Smart,Female
name1821,lastname1821,May,5,2000,BS Management Engineering,Smart,Female
name1822,lastname1822,January,7,2001,BS Legal Management,Smart,Male
name1823,lastname1823,June,9,2000,BS Management,Globe,Male
name1824,lastname1824,April,21,1997,BS Communications Technology,Smart,Male
name1825,lastname1825,December,16,2000,BS Management Engineering,Smart,Female
name1826,lastname1826,March,12,2001,BS Management Engineering,Smart,Male
name1827,lastname1827,December,16,1997,BS Management Engineering,Smart,Male
name1828,lastname1828,April,3,1997,BS Management,Globe,Female
name1829,lastname1829,June,15,1999,BS Legal Management,Globe,Male
name1830,lastname1830,November,15,1999,BS Management Engineering,Smart,Male
name1831,lastname1831,March,8,1999,BS Legal Managemnet,Globe,Female
name1832,lastname1832,June,8,2001,BS Information Technology Entrepreneurship,Globe,Male
name1833,lastname1833,April,18,1999,BS Management Engineering,Globe,Female
name1834,lastname1834,September,9,1999,BS Management Engineering,Globe,Male
name1835,lastname1835,September,3,2000,BS Legal Management,Globe,Male
name1836,lastname1836,June,24,1999,BS Management,Globe,Male
name1837,lastname1837,January,10,1998,BS Information Technology Entrepreneurship,Globe,Male
name1838,lastname1838,December,2,2000,BS Communications Technology,Globe,Male
name1839,lastname1839,August,8,2000,BS Management Engineering,Globe,Male
name1840,lastname1840,June,24,1999,BS Legal Management,Smart,Female
name1841,lastname1841,June,14,1999,BS Communications Technology,Smart,Male
name1842,lastname1842,May,11,1997,BS Management Engineering,Smart,Female
name1843,lastname1843,July,14,1998,BS Management Engineering,Globe,Male
name1844,lastname1844,February,5,1997,BS Information Technology Entrepreneurship,Smart,Male
name1845,lastname1845,March,24,1999,BS Legal Management,Globe,Male
name1846,lastname1846,November,14,1999,BS Management,Globe,Male
name1847,lastname1847,April,28,1997,BS Information Technology Entrepreneurship,Globe,Female
name1848,lastname1848,May,28,1997,BS Legal Managemnet,Smart,Female
name1849,lastname1849,August,11,1998,BS Communications Technology,Globe,Male
name1850,lastname1850,July,19,1999,BS Communications Technology,Smart,Male
name1851,lastname1851,July,16,2000,BS Information Technology Entrepreneurship,Globe,Male
name1852,lastname1852,August,27,1999,BS Management,Globe,Female
name1853,lastname1853,June,21,1999,BS Management Engineering,Globe,Female
name1854,lastname1854,April,15,2000,BS Management Engineering,Globe,Male
name1855,lastname1855,September,21,1999,BS Management Engineering,Globe,Female
name1856,lastname1856,May,1,2001,BS Management Engineering,Globe,Female
name1857,lastname1857,October,11,1997,BS Management Engineering,Smart,Male
name1858,lastname1858,August,11,1998,BS Information Technology Entrepreneurship,Globe,Female
name1859,lastname1859,November,13,1997,BS Legal Managemnet,Globe,Female
name1860,lastname1860,August,10,1998,BS Management,Smart,Female
name1861,lastname1861,April,27,1997,BS Communications Technology,Smart,Female
name1862,lastname1862,July,16,1997,BS Management Engineering,Globe,Male
name1863,lastname1863,November,11,1997,BS Management Engineering,Globe,Male
name1864,lastname1864,July,8,1998,BS Communications Technology,Globe,Female
name1865,lastname1865,May,8,1997,BS Legal Managemnet,Smart,Female
name1866,lastname1866,January,25,1997,BS Information Technology Entrepreneurship,Globe,Male
name1867,lastname1867,October,8,1999,BS Management Engineering,Smart,Male
name1868,lastname1868,November,10,2001,BS Management Engineering,Globe,Male
name1869,lastname1869,August,5,1998,BS Management Engineering,Globe,Female
name1870,lastname1870,April,1,1998,BS Legal Managemnet,Globe,Male
name1871,lastname1871,November,12,1997,BS Management,Smart,Female
name1872,lastname1872,January,17,1999,BS Management,Smart,Male
name1873,lastname1873,February,9,2000,BS Information Technology Entrepreneurship,Globe,Female
name1874,lastname1874,November,23,2000,BS Information Technology Entrepreneurship,Globe,Female
name1875,lastname1875,May,13,1997,BS Information Technology Entrepreneurship,Globe,Male
name1876,lastname1876,March,10,1998,BS Legal Managemnet,Globe,Male
name1877,lastname1877,November,7,1997,BS Legal Management,Globe,Female
name1878,lastname1878,January,17,1999,BS Information Technology Entrepreneurship,Globe,Male
name1879,lastname1879,June,25,1999,BS Information Technology Entrepreneurship,Smart,Female
name1880,lastname1880,January,27,1997,BS Management Engineering,Smart,Male
name1881,lastname1881,December,15,1997,BS Information Technology Entrepreneurship,Smart,Female
name1882,lastname1882,September,20,1999,BS Management Engineering,Globe,Female
name1883,lastname1883,August,18,1997,BS Legal Management,Smart,Female
name1884,lastname1884,November,23,1998,BS Legal Management,Globe,Female
name1885,lastname1885,March,28,1999,BS Management,Globe,Female
name1886,lastname1886,December,19,1997,BS Management Engineering,Smart,Male
name1887,lastname1887,December,26,1998,BS Legal Management,Globe,Female
name1888,lastname1888,January,6,1997,BS Information Technology Entrepreneurship,Globe,Female
name1889,lastname1889,January,5,2000,BS Information Technology Entrepreneurship,Globe,Male
name1890,lastname1890,July,5,1999,BS Communications Technology,Globe,Male
name1891,lastname1891,July,25,1997,BS Legal Management,Globe,Female
name1892,lastname1892,May,14,1999,BS Management,Globe,Female
name1893,lastname1893,April,6,2001,BS Legal Management,Smart,Female
name1894,lastname1894,July,9,1997,BS Management Engineering,Globe,Female
name1895,lastname1895,August,24,2001,BS Communications Technology,Globe,Male
name1896,lastname1896,September,18,1997,BS Communications Technology,Smart,Male
name1897,lastname1897,March,20,2000,BS Information Technology Entrepreneurship,Smart,Female
name1898,lastname1898,November,13,2001,BS Information Technology Entrepreneurship,Globe,Female
name1899,lastname1899,November,16,1997,BS Legal Managemnet,Globe,Male
name1900,lastname1900,December,21,2000,BS Management Engineering,Smart,Female
name1901,lastname1901,December,19,2001,BS Information Technology Entrepreneurship,Globe,Male
name1902,lastname1902,June,24,1997,BS Management Engineering,Globe,Male
name1903,lastname1903,July,25,1998,BS Communications Technology,Globe,Female
name1904,lastname1904,February,18,1998,BS Communications Technology,Smart,Female
name1905,lastname1905,June,12,2001,BS Legal Managemnet,Globe,Female
name1906,lastname1906,September,1,1997,BS Legal Management,Smart,Female
name1907,lastname1907,June,10,1997,BS Management,Globe,Female
name1908,lastname1908,October,6,1998,BS Management Engineering,Globe,Female
name1909,lastname1909,December,24,1997,BS Legal Management,Smart,Female
name1910,lastname1910,August,18,2000,BS Management Engineering,Globe,Male
name1911,lastname1911,August,21,2000,BS Information Technology Entrepreneurship,Smart,Female
name1912,lastname1912,October,6,1998,BS Management Engineering,Globe,Female
name1913,lastname1913,May,20,1999,BS Management Engineering,Globe,Male
name1914,lastname1914,February,20,2001,BS Information Technology Entrepreneurship,Globe,Male
name1915,lastname1915,April,21,2000,BS Management,Globe,Female
name1916,lastname1916,January,22,1998,BS Management Engineering,Smart,Male
name1917,lastname1917,April,19,1997,BS Information Technology Entrepreneurship,Globe,Male
name1918,lastname1918,February,9,2000,BS Management,Globe,Male
name1919,lastname1919,October,11,1999,BS Management,Smart,Male
name1920,lastname1920,October,5,1998,BS Management,Globe,Male
name1921,lastname1921,January,19,1999,BS Communications Technology,Smart,Male
name1922,lastname1922,August,8,2000,BS Management Engineering,Globe,Male
name1923,lastname1923,July,14,1999,BS Legal Management,Globe,Female
name1924,lastname1924,January,15,1998,BS Legal Managemnet,Globe,Male
name1925,lastname1925,December,16,2000,BS Communications Technology,Globe,Female
name1926,lastname1926,January,19,2000,BS Communications Technology,Globe,Female
name1927,lastname1927,December,23,1997,BS Communications Technology,Globe,Female
name1928,lastname1928,September,23,2001,BS Management Engineering,Smart,Female
name1929,lastname1929,September,21,2001,BS Legal Management,Smart,Male
name1930,lastname1930,March,26,1997,BS Management,Globe,Male
name1931,lastname1931,March,6,1998,BS Legal Managemnet,Globe,Male
name1932,lastname1932,May,1,1999,BS Management Engineering,Smart,Female
name1933,lastname1933,July,3,1997,BS Management Engineering,Smart,Male
name1934,lastname1934,March,16,1999,BS Legal Management,Smart,Male
name1935,lastname1935,May,14,1999,BS Management,Globe,Female
name1936,lastname1936,September,26,1997,BS Management Engineering,Globe,Female
name1937,lastname1937,July,8,1999,BS Management,Globe,Female
name1938,lastname1938,November,7,2000,BS Management Engineering,Smart,Female
name1939,lastname1939,September,27,1998,BS Management Engineering,Globe,Male
name1940,lastname1940,October,6,1999,BS Communications Technology,Globe,Female
name1941,lastname1941,August,8,1998,BS Information Technology Entrepreneurship,Smart,Female
name1942,lastname1942,November,20,1997,BS Legal Management,Globe,Male
name1943,lastname1943,September,26,1998,BS Management Engineering,Smart,Male
name1944,lastname1944,January,24,1999,BS Management,Globe,Female
name1945,lastname1945,September,20,1998,BS Management,Smart,Male
name1946,lastname1946,December,21,1999,BS Management,Globe,Female
name1947,lastname1947,January,18,1999,BS Legal Managemnet,Globe,Female
name1948,lastname1948,January,16,1997,BS Management Engineering,Globe,Male
name1949,lastname1949,October,6,1999,BS Legal Management,Globe,Male
name1950,lastname1950,May,20,1999,BS Management Engineering,Smart,Male
name1951,lastname1951,December,10,1998,BS Legal Management,Globe,Male
name1952,lastname1952,February,15,2000,BS Legal Management,Globe,Female
name1953,lastname1953,January,11,1997,BS Information Technology Entrepreneurship,Globe,Male
name1954,lastname1954,April,1,1998,BS Management,Smart,Male
name1955,lastname1955,June,14,1997,BS Information Technology Entrepreneurship,Globe,Female
name1956,lastname1956,December,3,2001,BS Management,Smart,Female
name1957,lastname1957,August,11,1999,BS Management Engineering,Globe,Male
name1958,lastname1958,December,1,2001,BS Management Engineering,Smart,Male
name1959,lastname1959,September,26,1998,BS Management,Smart,Female
name1960,lastname1960,May,14,2000,BS Management Engineering,Globe,Male
name1961,lastname1961,June,25,1997,BS Management Engineering,Globe,Female
name1962,lastname1962,March,15,1997,BS Management,Globe,Male
name1963,lastname1963,December,18,1998,BS Management Engineering,Globe,Female
name1964,lastname1964,November,21,1999,BS Management Engineering,Globe,Female
name1965,lastname1965,December,12,1997,BS Management,Globe,Male
name1966,lastname1966,February,4,1999,BS Communications Technology,Globe,Female
name1967,lastname1967,January,9,1997,BS Legal Management,Globe,Male
name1968,lastname1968,March,22,1997,BS Information Technology Entrepreneurship,Globe,Female
name1969,lastname1969,October,2,1998,BS Management Engineering,Smart,Female
name1970,lastname1970,December,17,1997,BS Legal Management,Globe,Female
name1971,lastname1971,November,5,2000,BS Management,Smart,Female
name1972,lastname1972,February,9,1997,BS Management Engineering,Globe,Female
name1973,lastname1973,January,27,2000,BS Management,Globe,Female
name1974,lastname1974,September,28,1999,BS Legal Management,Globe,Female
name1975,lastname1975,January,28,1998,BS Management Engineering,Globe,Male
name1976,lastname1976,January,28,1997,BS Management,Globe,Female
name1977,lastname1977,September,12,1997,BS Legal Managemnet,Smart,Male
name1978,lastname1978,January,24,1999,BS Information Technology Entrepreneurship,Smart,Female
name1979,lastname1979,September,27,1998,BS Information Technology Entrepreneurship,Globe,Female
name1980,lastname1980,October,17,1997,BS Management,Globe,Male
name1981,lastname1981,January,26,1997,BS Information Technology Entrepreneurship,Globe,Female
name1982,lastname1982,September,22,1997,BS Management,Globe,Male
name1983,lastname1983,April,2,1997,BS Information Technology Entrepreneurship,Globe,Male
name1984,lastname1984,September,22,1998,BS Communications Technology,Globe,Male
name1985,lastname1985,December,19,1998,BS Management,Globe,Male
name1986,lastname1986,October,5,1997,BS Management,Globe,Female
name1987,lastname1987,July,2,1998,BS Legal Management,Globe,Male
name1988,lastname1988,October,26,2001,BS Management,Globe,Female
name1989,lastname1989,January,10,1998,BS Information Technology Entrepreneurship,Smart,Female
name1990,lastname1990,September,9,1999,BS Management,Smart,Female
name1991,lastname1991,October,22,1997,BS Communications Technology,Smart,Female
name1992,lastname1992,February,26,2001,BS Information Technology Entrepreneurship,Globe,Male
name1993,lastname1993,June,8,2000,BS Management Engineering,Globe,Female
name1994,lastname1994,March,6,1998,BS Management Engineering,Globe,Male
name1995,lastname1995,March,13,2000,BS Communications Technology,Globe,Female
name1996,lastname1996,November,8,2000,BS Management Engineering,Globe,Male
name1997,lastname1997,July,1,2000,BS Communications Technology,Smart,Male
name1998,lastname1998,May,21,1997,BS Communications Technology,Globe,Female
name1999,lastname1999,December,28,1998,BS Information Technology Entrepreneurship,Smart,Female
name2000,lastname2000,April,9,1998,BS Communications Technology,Smart,Male
name2001,lastname2001,August,3,1999,BS Management Engineering,Globe,Male
name2002,lastname2002,December,11,1998,BS Communications Technology,Globe,Female
name2003,lastname2003,January,24,1998,BS Management,Smart,Male
name2004,lastname2004,June,2,1999,BS Management Engineering,Globe,Male
name2005,lastname2005,December,18,2000,BS Information Technology Entrepreneurship,Globe,Male
name2006,lastname2006,August,21,2001,BS Information Technology Entrepreneurship,Globe,Female
name2007,lastname2007,July,28,2001,BS Legal Management,Globe,Female
name2008,lastname2008,January,7,1999,BS Management,Globe,Female
name2009,lastname2009,July,6,1997,BS Management Engineering,Globe,Male
name2010,lastname2010,February,22,1998,BS Management Engineering,Smart,Male
name2011,lastname2011,January,1,1998,BS Information Technology Entrepreneurship,Smart,Male
name2012,lastname2012,September,14,2000,BS Management,Globe,Female
name2013,lastname2013,June,24,1998,BS Management,Smart,Male
name2014,lastname2014,April,25,1998,BS Legal Management,Globe,Male
name2015,lastname2015,February,16,1998,BS Management,Smart,Male
name2016,lastname2016,December,13,1997,BS Legal Management,Globe,Male
name2017,lastname2017,November,22,2001,BS Legal Managemnet,Smart,Male
name2018,lastname2018,December,1,1997,BS Information Technology Entrepreneurship,Globe,Female
name2019,lastname2019,April,22,1997,BS Information Technology Entrepreneurship,Smart,Male
name2020,lastname2020,November,8,1999,BS Management,Globe,Male
name2021,lastname2021,April,24,1999,BS Management Engineering,Globe,Male
name2022,lastname2022,October,19,1999,BS Management Engineering,Smart,Female
name2023,lastname2023,March,23,2001,BS Information Technology Entrepreneurship,Globe,Female
name2024,lastname2024,December,7,1998,BS Management Engineering,Globe,Male
name2025,lastname2025,June,22,1997,BS Communications Technology,Globe,Male
name2026,lastname2026,July,21,1998,BS Management Engineering,Globe,Male
